model,variant_id,ndcg@10,risk_fit@10,rec_pop@10,ndcg@20,risk_fit@20,rec_pop@20,gini_index,catalog_coverage
NCF,12,0.3601877143400185,0.8922106394435514,6.036446999497897,0.41379798484792846,0.8921445457539695,5.575268839215897,0.9619415688934194,0.12903225806451613
NCF,13,0.3621641499675814,0.8919843788393709,6.045864532644472,0.41274470643415434,0.8914637573919936,5.575950702799919,0.9606410998533295,0.13895781637717122
NCF,14,0.3819891316158234,0.8891980344572515,6.12133973363721,0.43348448376186266,0.8888062863558429,5.647767051875582,0.9627373705675069,0.13399503722084366
NCF,15,0.39487550533248233,0.8921883755349704,6.067847374858604,0.44751221059229895,0.8913582377384307,5.606057868872994,0.9609300949522723,0.14392059553349876
NCF,16,0.3888193298968131,0.891092517409476,6.091473352960259,0.43745659130866116,0.8906556352770392,5.627606130330717,0.9614213691602029,0.13647642679900746
NCF,17,0.36816519263045716,0.8880146938617693,6.0803172975995325,0.4184279381909014,0.8872383896821562,5.61536446895469,0.9600757476818598,0.1401985111662531
NCF,18,0.2772213737926163,0.8829302242992711,6.131280109213537,0.3171405426593814,0.8821247155968802,5.672851819006934,0.958961138952727,0.13523573200992556
NCF,19,0.2534478556705397,0.882029754078261,6.193837717753208,0.29732230885967376,0.8815088972253547,5.73744461823269,0.9606102957375755,0.1401985111662531
NCF,20,0.2533359526582273,0.8837572121807228,6.286807688263803,0.29348783505694387,0.8830748054558248,5.808617366254241,0.9614661775811846,0.141439205955335
NCF,21,0.24847924919743705,0.884797493770244,6.243542901881903,0.28845400350728523,0.8837840704216156,5.773215685452435,0.9594612243169118,0.14392059553349876
NCF,22,0.2300512000598377,0.8844608657170823,6.196842639194713,0.27093753795700426,0.883683506856053,5.733532089294079,0.9566786172186248,0.15508684863523572
